Customer ID,Customer Type
1716,medium budget
1717,medium budget
1717,medium budget
1718,low budget
1719,low budget
1721,medium budget
1721,low budget
1722,low budget
1723,low budget
1724,medium budget
1725,medium budget
1726,medium budget
1727,medium budget
1728,low budget
1729,low budget
1729,low budget
1730,luxury/high budget
1730,luxury/high budget
1730,luxury/high budget
1730,luxury/high budget
1730,luxury/high budget
1730,luxury/high budget
1730,luxury/high budget
1730,luxury/high budget
1730,did not pay 
1730,did not pay 
1730,did not pay 
1731,low budget
1732,low budget
1733,medium budget
1734,low budget
1735,medium budget
1735,low budget
1735,low budget
1736,low budget
1737,low budget
1738,medium budget
1739,medium budget
1740,luxury/high budget
1740,medium budget
1741,medium budget
1741,medium budget
1741,medium budget
1741,low budget
1741,low budget
1741,low budget
1741,low budget
1741,low budget
1742,medium budget
1743,medium budget
1744,medium budget
1745,low budget
1746,medium budget
1747,medium budget
1747,medium budget
1748,low budget
1749,low budget
1750,medium budget
1751,low budget
1752,low budget
1756,low budget
1757,low budget
1758,low budget
1759,medium budget
1761,low budget
1761,low budget
1761,low budget
1761,low budget
1762,medium budget
1763,medium budget
1766,medium budget
1768,medium budget
1769,medium budget
1770,low budget
1771,medium budget
1772,low budget
1773,medium budget
1773,medium budget
1774,medium budget
1775,low budget
1776,low budget
1776,low budget
1776,low budget
1776,low budget
1776,low budget
1776,low budget
1776,low budget
1776,low budget
1776,low budget
1776,low budget
1776,low budget
1776,low budget
1777,medium budget
1779,low budget
1782,low budget
1783,low budget
1784,low budget
1785,low budget
1786,low budget
1787,medium budget
1788,low budget
1789,medium budget
1790,low budget
1790,low budget
1791,medium budget
1792,low budget
1794,low budget
1794,low budget
1794,low budget
1794,low budget
1794,low budget
1794,low budget
1794,low budget
1794,low budget
1794,low budget
1794,low budget
1794,low budget
1794,low budget
1795,low budget
1795,medium budget
1796,low budget
1797,medium budget
1798,medium budget
1799,low budget
1800,low budget
1801,low budget
1802,medium budget
1803,low budget
1804,medium budget
1804,medium budget
1805,low budget
1805,low budget
1805,low budget
1805,low budget
1805,low budget
1806,low budget
1807,low budget
1808,low budget
1810,low budget
1812,low budget
1815,low budget
1816,low budget
1817,low budget
1818,low budget
1819,low budget
1820,low budget
1822,low budget
1823,low budget
1824,low budget
1825,low budget
1826,low budget
1827,low budget
1828,low budget
1831,low budget
1837,low budget
1838,low budget
1839,medium budget
1839,medium budget
1840,low budget
1841,low budget
1842,low budget
1843,low budget
1844,low budget
1845,low budget
1845,low budget
1846,low budget
1847,low budget
1848,low budget
1849,low budget
1849,low budget
1850,low budget
1852,low budget
1855,low budget
1855,low budget
1856,low budget
1857,low budget
1858,medium budget
1860,medium budget
1861,low budget
1862,medium budget
1863,medium budget
1864,low budget
1865,medium budget
1866,medium budget
1868,low budget
1869,low budget
1871,low budget
1872,low budget
1873,low budget
1873,low budget
1873,low budget
1874,low budget
1874,low budget
1874,low budget
1875,low budget
1876,low budget
1877,low budget
1878,low budget
1879,low budget
1880,low budget
1881,low budget
1882,low budget
1883,low budget
1884,low budget
1885,low budget
1886,low budget
1888,low budget
1889,low budget
1890,low budget
1891,low budget
1892,medium budget
1893,low budget
1894,low budget
1895,low budget
1896,low budget
1897,low budget
1897,medium budget
1898,low budget
1900,low budget
1901,luxury/high budget
1901,luxury/high budget
1902,low budget
1903,low budget
1904,low budget
1906,low budget
1907,low budget
1907,low budget
1908,low budget
1909,low budget
1910,low budget
1911,low budget
1912,low budget
1912,low budget
1913,low budget
1914,low budget
1915,low budget
1916,low budget
1917,low budget
1918,luxury/high budget
1919,medium budget
1920,low budget
1921,luxury/high budget
1921,low budget
1921,low budget
1922,low budget
1923,medium budget
1923,medium budget
1925,medium budget
1926,luxury/high budget
1926,low budget
1927,low budget
1928,low budget
1929,low budget
1929,low budget
1929,low budget
1929,low budget
1930,low budget
1931,low budget
1933,low budget
1933,low budget
1934,medium budget
1935,low budget
1936,low budget
1937,low budget
1938,low budget
1939,medium budget
1940,low budget
1941,low budget
1944,low budget
1945,low budget
1946,low budget
1946,low budget
1946,low budget
1947,low budget
1949,low budget
1950,low budget
1951,medium budget
1951,medium budget
1952,low budget
1954,low budget
1955,low budget
1956,low budget
1958,low budget
1959,luxury/high budget
1960,low budget
1961,low budget
1962,low budget
1963,medium budget
1964,low budget
1965,low budget
1966,medium budget
1966,medium budget
1967,medium budget
1968,low budget
1969,low budget
1969,low budget
1969,low budget
1970,low budget
1971,low budget
1972,low budget
1973,low budget
1974,low budget
1975,low budget
1977,low budget
1978,low budget
1979,low budget
1980,low budget
1982,low budget
1982,low budget
1984,low budget
1984,low budget
1985,low budget
1985,low budget
1986,low budget
1987,low budget
1988,low budget
1989,low budget
1990,low budget
1991,low budget
1991,low budget
1991,medium budget
1991,medium budget
1991,medium budget
1992,low budget
1993,low budget
1994,low budget
1995,low budget
1996,low budget
1996,low budget
1996,low budget
1996,low budget
1996,low budget
1997,low budget
1998,low budget
1999,medium budget
2000,low budget
2002,low budget
2003,low budget
2004,low budget
2005,low budget
2007,low budget
2008,low budget
2009,low budget
2010,low budget
2011,low budget
2012,low budget
2013,low budget
2013,low budget
2014,low budget
2015,low budget
2017,low budget
2018,low budget
2018,low budget
2019,low budget
2019,low budget
2019,low budget
2020,low budget
2020,medium budget
2021,low budget
2022,luxury/high budget
2022,luxury/high budget
2022,luxury/high budget
2022,luxury/high budget
2023,low budget
2024,low budget
2025,medium budget
2027,low budget
2028,medium budget
2029,low budget
2030,low budget
2030,low budget
2031,low budget
2032,low budget
2033,low budget
2033,low budget
2034,low budget
2034,low budget
2035,low budget
2035,medium budget
2036,low budget
2037,low budget
2038,low budget
2038,low budget
2038,low budget
2038,low budget
2038,low budget
2038,low budget
2039,low budget
2040,low budget
2041,medium budget
2041,medium budget
2042,low budget
2044,medium budget
2045,low budget
2046,medium budget
2047,low budget
2047,low budget
2048,low budget
2048,low budget
2050,low budget
2051,low budget
2054,low budget
2056,low budget
2057,low budget
2058,low budget
2059,low budget
2060,low budget
2063,low budget
2064,low budget
2064,low budget
2065,low budget
2066,low budget
2066,low budget
2066,low budget
2066,low budget
2068,low budget
2069,low budget
2071,low budget
2072,low budget
2073,low budget
2073,low budget
2074,low budget
2075,low budget
2075,low budget
2076,low budget
2077,low budget
2078,low budget
2079,low budget
2080,medium budget
2082,medium budget
2083,low budget
2084,low budget
2085,low budget
2086,low budget
2087,low budget
2088,low budget
2089,medium budget
2091,low budget
2092,low budget
2093,low budget
2094,medium budget
2095,low budget
2097,low budget
2097,low budget
2098,low budget
2100,low budget
2100,low budget
2101,low budget
2102,low budget
2103,low budget
2104,low budget
2105,low budget
2106,low budget
2107,low budget
2108,low budget
2108,low budget
2108,low budget
2108,low budget
2109,medium budget
2111,luxury/high budget
2111,did not pay 
2112,low budget
2113,low budget
2114,low budget
2116,low budget
2117,low budget
2118,low budget
2119,low budget
2119,low budget
2120,low budget
2121,low budget
2121,low budget
2121,low budget
2122,low budget
2123,low budget
2123,low budget
2123,medium budget
2124,low budget
2126,low budget
2127,low budget
2127,low budget
2128,low budget
2129,low budget
2130,low budget
2132,low budget
2133,low budget
2133,low budget
2133,low budget
2133,low budget
2133,low budget
2135,low budget
2135,low budget
2135,low budget
2137,low budget
2138,low budget
2139,low budget
2139,low budget
2140,low budget
2141,medium budget
2141,low budget
2142,low budget
2143,low budget
2145,low budget
2146,low budget
2148,low budget
2149,low budget
2150,low budget
2151,medium budget
2152,low budget
2152,medium budget
2152,medium budget
2153,low budget
2156,low budget
2157,low budget
2159,low budget
2160,medium budget
2161,low budget
2162,medium budget
2163,low budget
2164,low budget
2165,low budget
2166,medium budget
2167,low budget
2168,low budget
2168,low budget
2169,medium budget
2169,medium budget
2170,low budget
2171,low budget
2171,low budget
2172,low budget
2173,low budget
2174,low budget
2175,low budget
2181,low budget
2182,low budget
2183,low budget
2184,low budget
2185,medium budget
2186,low budget
2186,low budget
2187,low budget
2188,low budget
2189,low budget
2189,low budget
2190,low budget
2191,low budget
2192,low budget
2192,low budget
2193,low budget
2194,low budget
2195,low budget
2196,medium budget
2196,medium budget
2198,low budget
2199,low budget
2200,low budget
2201,low budget
2202,low budget
2203,low budget
2205,low budget
2206,low budget
2207,low budget
2208,low budget
2208,low budget
2209,low budget
2210,low budget
2211,low budget
2212,low budget
2213,low budget
2214,low budget
2215,low budget
2215,low budget
2216,low budget
2217,medium budget
2219,low budget
2221,low budget
2221,low budget
2222,low budget
2223,low budget
2224,low budget
2226,low budget
2226,low budget
2227,low budget
2228,low budget
2229,low budget
2230,low budget
2231,low budget
2232,low budget
2233,low budget
2235,low budget
2235,low budget
2236,low budget
2237,low budget
2237,low budget
2238,low budget
2238,low budget
2238,did not pay 
2239,low budget
2240,low budget
2241,low budget
2242,low budget
2243,low budget
2243,low budget
2244,low budget
2245,low budget
2246,low budget
2246,low budget
2247,low budget
2247,low budget
2249,low budget
2250,low budget
2251,low budget
2252,low budget
2253,low budget
2253,low budget
2254,low budget
2255,low budget
2256,low budget
2256,low budget
2257,low budget
2258,low budget
2259,low budget
2260,medium budget
2261,low budget
2262,low budget
2263,low budget
2263,low budget
2264,low budget
2265,low budget
2266,low budget
2267,medium budget
2268,low budget
2269,low budget
2269,low budget
2269,low budget
2269,low budget
2269,low budget
2270,low budget
2270,low budget
2272,low budget
2272,low budget
2272,low budget
2272,low budget
2272,low budget
2272,low budget
2273,low budget
2275,low budget
2277,medium budget
2278,did not pay 
2278,low budget
2279,low budget
2280,low budget
2282,low budget
2283,low budget
2285,medium budget
2286,low budget
2287,low budget
2288,low budget
2289,low budget
2290,low budget
2291,low budget
2292,low budget
2293,low budget
2294,low budget
2294,low budget
2294,low budget
2295,low budget
2295,low budget
2296,low budget
2297,low budget
2298,low budget
2299,low budget
2300,low budget
2301,low budget
2302,low budget
2304,low budget
2305,low budget
2306,low budget
2307,medium budget
2308,low budget
2309,low budget
2310,low budget
2311,low budget
2312,low budget
2313,low budget
2314,low budget
2315,luxury/high budget
2316,low budget
2316,low budget
2317,low budget
2318,low budget
2319,medium budget
2320,low budget
2321,medium budget
2322,medium budget
2323,low budget
2323,low budget
2324,low budget
2325,low budget
2326,low budget
2328,low budget
2329,low budget
2330,low budget
2331,low budget
2332,low budget
2333,low budget
2334,low budget
2335,low budget
2336,low budget
2337,low budget
2338,low budget
2339,low budget
2339,low budget
2339,low budget
2340,low budget
2341,low budget
2341,low budget
2342,low budget
2343,low budget
2344,low budget
2345,medium budget
2345,medium budget
2346,low budget
2347,low budget
2348,low budget
2349,low budget
2350,low budget
2351,low budget
2351,low budget
2352,low budget
2353,low budget
2354,low budget
2355,low budget
2356,low budget
2357,low budget
2360,low budget
2361,low budget
2361,low budget
2363,low budget
2364,low budget
2365,low budget
2366,low budget
2367,low budget
2368,low budget
2368,low budget
2369,low budget
2370,low budget
2371,low budget
2372,low budget
2373,low budget
2374,low budget
2375,did not pay 
2376,low budget
2378,low budget
2379,low budget
2380,low budget
2381,low budget
2383,low budget
2384,low budget
2385,low budget
2385,low budget
2386,low budget
2387,low budget
2388,low budget
2389,low budget
2390,medium budget
2390,medium budget
2391,low budget
2391,medium budget
2392,low budget
2393,medium budget
2394,low budget
2394,luxury/high budget
2395,low budget
2396,low budget
2397,low budget
2398,low budget
2399,medium budget
2400,medium budget
2402,low budget
2403,low budget
2403,low budget
2404,low budget
2404,low budget
2404,low budget
2404,low budget
2404,low budget
2405,low budget
2406,low budget
2407,low budget
2408,low budget
2409,medium budget
2410,low budget
2411,low budget
2412,medium budget
2413,low budget
2414,medium budget
2414,medium budget
2415,low budget
2416,low budget
2417,low budget
2418,low budget
2419,low budget
2423,low budget
2423,low budget
2423,low budget
2424,medium budget
2425,low budget
2426,low budget
2428,medium budget
2429,low budget
2429,low budget
2429,low budget
2429,low budget
2429,low budget
2429,low budget
2429,low budget
2429,low budget
2429,low budget
2430,low budget
2431,low budget
2432,medium budget
2433,low budget
2434,low budget
2435,low budget
2436,did not pay 
2439,low budget
2440,low budget
2441,medium budget
2442,low budget
2443,low budget
2444,low budget
2445,low budget
2447,low budget
2448,low budget
2449,low budget
2449,low budget
2450,low budget
2452,low budget
2453,low budget
2454,low budget
2455,low budget
2456,low budget
2457,low budget
2458,low budget
2459,low budget
2461,low budget
2461,low budget
2462,low budget
2463,low budget
2464,low budget
2464,low budget
2466,low budget
2467,low budget
2469,low budget
2470,low budget
2471,low budget
2472,medium budget
2473,low budget
2474,low budget
2474,low budget
2474,low budget
2475,low budget
2476,low budget
2478,low budget
2479,low budget
2479,low budget
2479,low budget
2479,low budget
2485,low budget
2486,low budget
2487,low budget
2488,low budget
2489,medium budget
2490,low budget
2491,low budget
2492,low budget
2493,low budget
2494,low budget
2495,low budget
2496,low budget
2498,low budget
2499,low budget
2500,medium budget
2500,medium budget
2501,low budget
2502,low budget
2503,low budget
2504,low budget
2504,low budget
2504,low budget
2505,low budget
2509,low budget
2510,low budget
2512,low budget
2514,low budget
2515,medium budget
2516,low budget
2517,low budget
2517,low budget
2518,medium budget
2519,low budget
2520,low budget
2521,low budget
2522,low budget
2522,low budget
2522,low budget
2523,low budget
2525,low budget
2526,luxury/high budget
2527,low budget
2528,low budget
2529,low budget
2529,low budget
2530,low budget
2531,low budget
2532,low budget
2532,low budget
2534,low budget
2535,medium budget
2535,medium budget
2536,low budget
2537,low budget
2538,low budget
2539,luxury/high budget
2539,luxury/high budget
2539,luxury/high budget
2540,luxury/high budget
2540,luxury/high budget
2540,luxury/high budget
2540,luxury/high budget
2541,low budget
2545,low budget
2547,low budget
2548,low budget
2549,low budget
2549,low budget
2550,low budget
2550,low budget
2551,low budget
2552,low budget
2553,low budget
2554,low budget
2556,low budget
2557,luxury/high budget
2558,low budget
2561,low budget
2562,low budget
2563,low budget
2564,low budget
2565,low budget
2566,low budget
2566,low budget
2567,low budget
2569,low budget
2570,low budget
2571,low budget
2572,low budget
2572,low budget
2573,medium budget
2574,low budget
2575,medium budget
2576,low budget
2577,low budget
2579,low budget
2580,low budget
2581,luxury/high budget
2581,luxury/high budget
2582,low budget
2582,low budget
2584,low budget
2585,low budget
2585,low budget
2586,low budget
2586,low budget
2587,low budget
2588,low budget
2589,low budget
2590,low budget
2591,medium budget
2592,low budget
2593,low budget
2594,low budget
2595,low budget
2596,low budget
2596,low budget
2597,low budget
2597,low budget
2598,low budget
2599,low budget
2601,low budget
2602,medium budget
2602,medium budget
2603,medium budget
2605,low budget
2606,low budget
2607,low budget
2608,medium budget
2609,medium budget
2610,medium budget
2611,luxury/high budget
2611,luxury/high budget
2611,luxury/high budget
2611,low budget
2611,luxury/high budget
2612,medium budget
2613,medium budget
2614,did not pay 
2615,low budget
2616,low budget
2617,low budget
2617,low budget
2618,medium budget
2620,low budget
2621,low budget
2621,low budget
2622,medium budget
2623,low budget
2624,low budget
2626,medium budget
2626,medium budget
2627,low budget
2628,low budget
2629,low budget
2630,low budget
2631,medium budget
2632,low budget
2633,low budget
2633,low budget
2633,low budget
2634,low budget
2635,low budget
2636,low budget
2638,low budget
2638,low budget
2640,low budget
2641,medium budget
2642,medium budget
2643,low budget
2643,low budget
2644,medium budget
2644,medium budget
2644,medium budget
2645,low budget
2646,medium budget
2647,low budget
2648,low budget
2649,medium budget
2650,low budget
2651,low budget
2651,low budget
2651,low budget
2651,low budget
2651,low budget
2652,medium budget
2653,low budget
2654,medium budget
2656,low budget
2657,low budget
2658,medium budget
2659,low budget
2659,low budget
2661,low budget
2662,low budget
2664,low budget
2665,medium budget
2666,low budget
2666,low budget
2666,low budget
2667,medium budget
2669,medium budget
2670,low budget
2671,medium budget
2672,medium budget
2673,low budget
2674,low budget
2675,low budget
2676,low budget
2676,low budget
2676,low budget
2676,low budget
2677,low budget
2678,medium budget
2679,low budget
2680,low budget
2681,low budget
2682,low budget
2683,low budget
2684,low budget
2685,low budget
2685,low budget
2686,low budget
2687,low budget
2688,low budget
2689,low budget
2690,low budget
2691,low budget
2692,low budget
2693,low budget
2694,low budget
2694,low budget
2698,low budget
2699,low budget
2699,low budget
2700,low budget
2701,low budget
2702,low budget
2703,medium budget
2704,medium budget
2705,medium budget
2706,low budget
2707,low budget
2708,low budget
2708,low budget
2709,medium budget
2710,luxury/high budget
2710,luxury/high budget
2710,luxury/high budget
2710,luxury/high budget
2710,luxury/high budget
2710,luxury/high budget
2711,medium budget
2712,medium budget
2713,medium budget
2713,medium budget
2714,low budget
2716,low budget
2717,low budget
2718,low budget
2719,low budget
2719,medium budget
2720,low budget
2720,low budget
2721,low budget
2722,low budget
2722,low budget
2722,low budget
2722,low budget
2722,low budget
2722,low budget
2722,low budget
2722,low budget
2723,low budget
2724,low budget
2725,medium budget
2725,low budget
2728,medium budget
2730,low budget
2731,low budget
2732,medium budget
2733,medium budget
2734,medium budget
2735,medium budget
2736,low budget
2737,low budget
2738,medium budget
2739,low budget
2740,low budget
2740,low budget
2740,low budget
2740,low budget
2741,low budget
2742,luxury/high budget
2742,low budget
2743,low budget
2744,low budget
2745,medium budget
2746,low budget
2747,medium budget
2747,low budget
2747,low budget
2748,low budget
2749,did not pay 
2750,low budget
2751,low budget
2752,low budget
2753,low budget
2755,low budget
2757,low budget
2759,low budget
2760,low budget
2761,low budget
2762,low budget
2766,low budget
2767,low budget
2767,low budget
2767,low budget
2767,low budget
2768,low budget
2770,luxury/high budget
2770,low budget
2771,low budget
2772,low budget
2773,low budget
2774,medium budget
2775,low budget
2776,low budget
2777,low budget
2778,low budget
2779,low budget
2779,low budget
2780,low budget
2781,low budget
2782,low budget
2783,low budget
2783,low budget
2784,low budget
2785,low budget
2786,low budget
2787,low budget
2788,low budget
2789,low budget
2791,low budget
2792,low budget
2794,medium budget
2796,low budget
2796,low budget
2798,low budget
2799,low budget
2800,low budget
2801,low budget
2802,low budget
2803,medium budget
2805,medium budget
2806,low budget
2807,low budget
2807,low budget
2809,low budget
2810,low budget
2810,low budget
2811,medium budget
2812,medium budget
2813,low budget
2814,low budget
2815,low budget
2818,low budget
2819,low budget
2820,low budget
2820,low budget
2820,low budget
2820,low budget
2820,low budget
2820,low budget
2821,low budget
2822,low budget
2823,medium budget
2824,medium budget
2826,low budget
2827,medium budget
2829,low budget
2830,medium budget
2831,low budget
2831,low budget
2831,low budget
2832,low budget
2833,low budget
2834,low budget
2835,medium budget
2836,low budget
2837,low budget
2838,low budget
2839,low budget
2839,low budget
2839,low budget
2839,low budget
2840,low budget
2841,low budget
2841,low budget
2841,low budget
2841,low budget
2842,low budget
2843,low budget
2844,medium budget
2845,low budget
2846,low budget
2847,low budget
2848,low budget
2849,low budget
2850,low budget
2853,low budget
2855,low budget
2856,low budget
2857,medium budget
2858,medium budget
2861,low budget
2862,medium budget
2863,low budget
2864,low budget
2865,low budget
2866,low budget
2867,low budget
2868,low budget
2868,low budget
2869,medium budget
2870,low budget
2871,low budget
2872,low budget
2873,low budget
2874,low budget
2876,low budget
2877,medium budget
2877,medium budget
2879,low budget
2880,low budget
2881,medium budget
2882,medium budget
2883,low budget
2885,low budget
2886,low budget
2887,medium budget
2888,low budget
2889,low budget
2890,medium budget
2891,low budget
2893,low budget
2894,low budget
2895,low budget
2896,low budget
2896,low budget
2897,low budget
2898,low budget
2899,low budget
2902,low budget
2903,low budget
2904,medium budget
2906,low budget
2906,low budget
2907,low budget
2908,medium budget
2909,low budget
2910,medium budget
2911,low budget
2914,low budget
2915,medium budget
2917,low budget
2918,low budget
2919,low budget
2920,medium budget
2920,medium budget
2920,medium budget
2920,medium budget
2921,low budget
2922,low budget
2924,low budget
2925,low budget
2927,low budget
2928,low budget
2928,low budget
2929,low budget
2930,low budget
2931,medium budget
2932,medium budget
2934,low budget
2935,low budget
2935,low budget
2936,medium budget
2937,medium budget
2938,low budget
2939,low budget
2940,medium budget
2941,medium budget
2942,medium budget
2943,low budget
2944,medium budget
2948,low budget
2949,medium budget
2950,medium budget
2952,low budget
2953,medium budget
2953,medium budget
2954,medium budget
2955,low budget
2955,medium budget
2955,medium budget
2955,medium budget
2956,low budget
2957,medium budget
2957,medium budget
2958,medium budget
2959,medium budget
2960,low budget
2961,low budget
2961,low budget
2961,low budget
2963,low budget
2964,medium budget
2965,low budget
2968,low budget
2967,low budget
2969,low budget
2969,medium budget
2970,low budget
2972,low budget
2975,low budget
2976,medium budget
2977,medium budget
2978,medium budget
2979,low budget
2980,medium budget
2981,low budget
2982,low budget
2983,medium budget
2984,medium budget
2985,low budget
2986,medium budget
2987,low budget
2989,low budget
2990,medium budget
2991,luxury/high budget
2991,luxury/high budget
2992,medium budget
2994,low budget
2994,low budget
2995,low budget
2996,medium budget
2996,low budget
2997,medium budget
2998,medium budget
2999,low budget
2999,low budget
2999,low budget
3000,low budget
3002,low budget
3003,low budget
3004,low budget
3005,low budget
3006,luxury/high budget
3006,medium budget
3007,low budget
3008,medium budget
3009,medium budget
3010,low budget
3011,medium budget
3012,low budget
3013,low budget
3014,low budget
3015,medium budget
3016,medium budget
3017,low budget
3018,low budget
3019,medium budget
3020,medium budget
3021,low budget
3021,low budget
3022,medium budget
3023,low budget
3024,low budget
3026,low budget
3028,low budget
3031,low budget
3032,low budget
3033,low budget
3035,low budget
3036,low budget
3038,medium budget
3040,medium budget
3041,low budget
3042,low budget
3043,medium budget
3044,low budget
3045,low budget
3046,low budget
3047,low budget
3047,low budget
3048,low budget
3048,low budget
3048,low budget
3048,low budget
3049,low budget
3050,medium budget
3051,medium budget
3052,medium budget
3053,low budget
3054,low budget
3056,low budget
3057,low budget
3058,low budget
3058,low budget
3063,low budget
3064,low budget
3065,low budget
3065,low budget
3066,low budget
3066,low budget
3067,low budget
3068,medium budget
3069,low budget
3070,low budget
3071,medium budget
3071,medium budget
3074,low budget
3075,medium budget
3075,medium budget
3076,low budget
3077,low budget
3078,low budget
3079,low budget
3080,low budget
3080,low budget
3081,medium budget
3084,low budget
3085,low budget
3086,low budget
3087,low budget
3088,low budget
3090,low budget
3091,low budget
3092,low budget
3093,medium budget
3094,medium budget
3095,low budget
3096,low budget
3096,low budget
3097,low budget
3099,low budget
3100,low budget
3101,luxury/high budget
3101,luxury/high budget
3102,low budget
3103,low budget
3104,medium budget
3106,medium budget
3107,medium budget
3107,medium budget
3108,low budget
3109,medium budget
3110,low budget
3114,low budget
3114,low budget
3115,medium budget
3116,medium budget
3117,low budget
3118,low budget
3119,medium budget
3119,medium budget
3120,low budget
3121,low budget
3121,low budget
3122,low budget
3123,medium budget
3124,low budget
3125,low budget
3126,low budget
3127,low budget
3128,low budget
3129,low budget
3130,low budget
3130,low budget
3131,low budget
3132,medium budget
3133,medium budget
3137,low budget
3140,low budget
3141,low budget
3141,medium budget
3142,low budget
3143,medium budget
3144,low budget
3145,medium budget
3146,low budget
3147,low budget
3148,medium budget
3148,medium budget
3149,low budget
3151,medium budget
3152,medium budget
3154,low budget
3155,medium budget
3156,medium budget
3157,medium budget
3158,low budget
3159,medium budget
3160,medium budget
3161,low budget
3162,low budget
3163,low budget
3164,medium budget
3165,medium budget
3166,low budget
3167,low budget
3168,low budget
3168,low budget
3168,low budget
3169,low budget
3170,medium budget
3171,low budget
3172,low budget
3174,luxury/high budget
3174,luxury/high budget
3175,low budget
3176,low budget
3177,low budget
3177,low budget
3178,medium budget
3179,medium budget
3182,low budget
3184,low budget
3185,low budget
3186,low budget
3187,low budget
3188,low budget
3189,low budget
3190,low budget
3193,medium budget
3194,low budget
3194,medium budget
3200,low budget
3202,low budget
3203,low budget
3204,low budget
3205,low budget
3205,low budget
3206,medium budget
3207,low budget
3209,medium budget
3210,medium budget
3212,low budget
3213,medium budget
3214,low budget
3215,medium budget
3216,low budget
3218,low budget
3218,low budget
3219,low budget
3221,low budget
3222,low budget
3223,low budget
3224,low budget
3225,low budget
3226,low budget
3227,low budget
3229,low budget
3230,low budget
3231,medium budget
3232,medium budget
3232,medium budget
3232,medium budget
3232,medium budget
3232,medium budget
3232,medium budget
3232,medium budget
3232,medium budget
3233,low budget
3234,luxury/high budget
3235,low budget
3236,low budget
3237,low budget
3238,medium budget
3239,medium budget
3240,medium budget
3241,low budget
3242,low budget
3243,low budget
3245,low budget
3247,low budget
3248,medium budget
3251,low budget
3252,low budget
3253,low budget
3254,low budget
3255,medium budget
3256,low budget
3257,low budget
3258,low budget
3259,low budget
3260,medium budget
3261,low budget
3262,low budget
3263,low budget
3265,low budget
3267,low budget
3268,low budget
3269,medium budget
3270,low budget
3270,low budget
3271,low budget
3272,low budget
3273,low budget
3274,low budget
3275,low budget
3276,low budget
3277,low budget
3278,low budget
3280,medium budget
3280,medium budget
3280,low budget
3283,low budget
3284,low budget
3285,medium budget
3286,low budget
3286,low budget
3287,low budget
3288,low budget
3289,medium budget
3290,low budget
3291,low budget
3293,low budget
3294,medium budget
3295,low budget
3296,low budget
3297,medium budget
3298,low budget
3299,medium budget
3301,low budget
3303,low budget
3304,medium budget
3305,low budget
3306,low budget
3307,low budget
3309,low budget
3311,low budget
3312,low budget
3314,low budget
3316,low budget
3316,low budget
3316,low budget
3320,low budget
3321,medium budget
3322,low budget
3323,low budget
3324,medium budget
3325,low budget
3326,low budget
3327,medium budget
3328,medium budget
3329,low budget
3329,low budget
3330,low budget
3332,low budget
3333,medium budget
3334,low budget
3335,medium budget
3336,low budget
3336,low budget
3337,low budget
3337,low budget
3337,low budget
3337,low budget
3337,low budget
3338,medium budget
3339,medium budget
3340,medium budget
3341,medium budget
3342,medium budget
3343,medium budget
3344,did not pay 
3344,did not pay 
3347,medium budget
3348,medium budget
3349,low budget
3350,medium budget
3351,medium budget
3352,low budget
3353,low budget
3354,medium budget
3355,low budget
3356,medium budget
3356,medium budget
3357,low budget
3357,low budget
3358,low budget
3359,low budget
3361,low budget
3363,medium budget
3364,low budget
3365,low budget
3365,low budget
3366,low budget
3367,medium budget
3369,low budget
3370,low budget
3371,medium budget
3373,low budget
3374,low budget
3375,low budget
3376,medium budget
3378,medium budget
3379,low budget
3380,medium budget
3381,low budget
3381,low budget
3382,medium budget
3383,medium budget
3385,low budget
3386,low budget
3386,low budget
3386,low budget
3386,low budget
3386,low budget
3387,low budget
3388,medium budget
3389,low budget
3390,low budget
3391,low budget
3392,low budget
3392,low budget
3393,low budget
3394,low budget
3395,low budget
3396,low budget
3397,low budget
3398,low budget
3399,low budget
3399,low budget
3399,low budget
3399,low budget
3399,low budget
3399,low budget
3399,low budget
3399,low budget
3399,low budget
3399,low budget
3401,low budget
3402,medium budget
3403,low budget
3403,low budget
3404,medium budget
3405,medium budget
3406,low budget
3406,low budget
3407,low budget
3408,low budget
3410,low budget
3411,low budget
3412,medium budget
3413,medium budget
3414,medium budget
3415,medium budget
3417,medium budget
3418,low budget
3418,low budget
3418,low budget
3419,medium budget
3419,medium budget
3420,low budget
3421,low budget
3421,low budget
3422,low budget
3424,low budget
3424,low budget
3425,low budget
3426,low budget
3427,medium budget
3428,low budget
3429,low budget
3430,low budget
3431,low budget
3432,low budget
3433,low budget
3434,medium budget
3435,low budget
3436,low budget
3437,medium budget
3439,medium budget
3440,low budget
3441,low budget
3441,low budget
3442,medium budget
3443,low budget
3443,low budget
3444,medium budget
3445,medium budget
3446,low budget
3447,medium budget
3448,low budget
3449,low budget
3451,low budget
3452,low budget
3453,medium budget
3454,low budget
3455,low budget
3455,low budget
3456,low budget
3457,low budget
3458,low budget
3459,low budget
3459,low budget
3460,low budget
3461,low budget
3462,low budget
3464,low budget
3465,low budget
3466,low budget
3467,low budget
3468,low budget
3469,medium budget
3471,low budget
3472,low budget
3473,medium budget
3474,low budget
3476,low budget
3477,medium budget
3478,low budget
3478,low budget
3479,medium budget
3480,low budget
3480,low budget
3480,low budget
3480,low budget
3480,low budget
3480,low budget
3481,low budget
3482,medium budget
3483,low budget
3484,low budget
3485,low budget
3486,low budget
3487,low budget
3487,low budget
